AGS,GEN,question_01,question_02
01060061,Neuengörs,33,59
01060067,Pronstorf,84,20
01060069,Rohlstorf,40,12
01060070,Schackendorf,76,76
01060071,Schieren,17,50
01060075,Seedorf,61,37
01060079,Stipsdorf,13,51
01060081,Strukdorf,91,70
01060090,Travenhorst,90,22
01060091,Traventhal,46,70
01060093,Wakendorf I,24,69
01060096,Weede,94,14
01060097,Wensin,65,19
01060098,Westerrade,15,38
01060014,Buchholz (Forstgutsbez.),88,75
01061029,Glückstadt,26,86
01061046,Itzehoe,67,18
01061113,Wilster,59,14
01061005,Auufer,43,29
01061016,Breitenberg,17,45
01061017,Breitenburg,18,78
01061053,Kollmoor,15,36
01061058,Kronsmoor,47,48
01061061,Lägerdorf,86,30
01061068,Moordiek,58,60
01061072,Münsterdorf,72,38
01061079,Oelixdorf,57,72
01061109,Westermoor,38,10
01061115,Wittenbergen,94,80
01061004,Altenmoor,49,12
01061012,Blomesche Wildnis,88,90
01061015,Borsfleth,86,88
01061027,Engelbrechtsche Wildnis,10,40
01061037,Herzhorn,21,38
01061041,Hohenfelde,47,68
01061044,Horst (Holstein),20,32
01061050,Kiebitzreihe,96,75
01061054,Krempdorf,54,51
01061074,Neuendorf b.Elmshorn,53,70
01061101,Sommerland,27,24
01061118,Kollmar,40,23
01061008,Bekdorf,67,89
01061010,Bekmünde,25,71
01061024,Drage,50,95
01061034,Heiligenstedten,30,100
01061035,Heiligenstedtenerkamp,62,66
01061039,Hodorf,30,62
01061040,Hohenaspe,67,98
01061045,Huje,63,89
01061047,Kaaks,54,95
01061052,Kleve,99,65
01061059,Krummendiek,11,65
01061065,Lohbarbek,55,35
01061067,Mehlbek,54,26
01061070,Moorhusen,53,86
01061082,Oldendorf,93,51
01061083,Ottenbüttel,48,76
01061084,Peissen,73,19
01061098,Schlotfeld,54,18
01061100,Silzen,26,42
01061114,Winseldorf,82,67
01061006,Bahrenfleth,96,71
01061022,Dägeling,84,26
01061026,Elskop,33,85
01061030,Grevenkop,49,19
01061055,Krempe,91,36
01061056,Kremperheide,25,90
01061057,Krempermoor,41,15
01061073,Neuenbrook,79,51
01061092,Rethwisch,64,63
01061104,Süderau,39,85
01061001,Aasbüttel,23,90
01061003,Agethorst,61,43
01061011,Besdorf,96,56
01061013,Bokelrehm,100,64
01061014,Bokhorst,57,98
01061021,Christinenthal,97,71
01061031,Gribbohm,58,75
01061033,Hadenfeld,22,79
01061043,Holstenniendorf,39,84
01061048,Kaisborstel,16,73
01061066,Looft,66,50
01061076,Nienbüttel,11,55
01061078,Nutteln,87,16
01061081,Oldenborstel,30,83
01061085,Pöschendorf,16,28
01061087,Puls,90,93
01061091,Reher,83,31
01061097,Schenefeld,91,63
01061105,Vaale,34,23
01061106,Vaalermoor,28,48
01061107,Wacken,39,82
01061108,Warringholz,26,18
01061002,Aebtissinwisch,36,59
01061007,Beidenfleth,83,54
01061018,Brokdorf,67,49
01061020,Büttel,26,94
01061023,Dammfleth,39,93
01061025,Ecklak,34,66
01061060,Kudensee,50,22
01061062,Landrecht,50,29
01061063,Landscheide,20,11
01061077,Nortorf,56,23
01061095,Sankt Margarethen,21,18
01061102,Stördorf,88,83
01061110,Wewelsfleth,27,38
01061119,Neuendorf-Sachsenbande,25,100
01061019,Brokstedt,87,99
01061028,Fitzbek,12,99
01061036,Hennstedt,76,59
01061038,Hingstheide,89,86
01061042,Hohenlockstedt,52,57
01061049,Kellinghusen,93,99
01061064,Lockstedt,11,63
01061071,Mühlenbarbek,62,63
01061080,Oeschebüttel,28,78
01061086,Poyenberg,65,31
01061088,Quarnstedt,54,76
01061089,Rade,43,47
01061093,Rosdorf,27,52
01061096,Sarlhusen,20,73
01061103,Störkathen,12,10
01061111,Wiedenborstel,66,15
01061112,Willenscharen,97,69
01061116,Wrist,86,15
01061117,Wulfsmoor,40,81
01062001,Ahrensburg,10,27
01062004,Bad Oldesloe,92,62
01062006,Bargteheide,61,86
01062009,Barsbüttel,97,53
01062018,Glinde,46,70
01062023,Großhansdorf,40,94
01062053,Oststeinbek,95,80
01062060,Reinbek,17,11
01062061,Reinfeld (Holstein),72,98
01062076,Tangstedt,22,65
01062090,Ammersbek,15,90
01062019,Grabau,49,41
01062046,Meddewade,25,18
01062050,Neritz,15,59
01062056,Pölitz,31,17
01062062,Rethwisch,46,18
01062065,Rümpel,22,67
01062089,Lasbek,69,76
01062091,Steinburg,89,39
01062092,Travenbrück,20,15
01062005,Bargfeld-Stegen,18,25
01062014,Delingsdorf,86,42
01062016,Elmenhorst,99,25
01062027,Hammoor,22,41
01062036,Jersbek,60,94
01062051,Nienwohld,35,90
01062078,Todendorf,12,13
01062081,Tremsbüttel,76,33
01062003,Badendorf,52,100
01062008,Barnitz,17,27
01062025,Hamberge,98,11
01062031,Heidekamp,39,93
01062032,Heilshoop,78,35
01062039,Klein Wesenberg,92,43
01062048,Mönkhagen,44,57
01062059,Rehhorst,59,79
01062083,Westerau,90,31
01062087,Zarpen,30,48
01062093,Feldhorst,75,10
01062094,Wesenberg,19,50
01062011,Braak,51,68
01062035,Hoisdorf,82,22
01062069,Siek,49,70
01062071,Stapelfeld,97,77
01062088,Brunsbek,57,64
01062020,Grande,24,19
01062021,Grönwohld,55,84
01062022,Großensee,72,33
01062026,Hamfelde,40,54
01062033,Hohenfelde,39,14
01062040,Köthel,99,66
01062045,Lütjensee,25,77
01062058,Rausdorf,47,60
01062082,Trittau,35,99
01062086,Witzhave,31,25
02000000,Hamburg,23,27
03101000,Braunschweig,22,38
03102000,Salzgitter,44,45
03103000,Wolfsburg,60,95
03151009,Gifhorn,37,48
03151025,Sassenburg,44,94
03151040,Wittingen,76,75
03151002,Barwedel,48,90
03151004,Bokensdorf,18,64
03151014,Jembke,98,85
03151020,Osloß,51,39
03151030,Tappenbeck,62,46
03151039,Weyhausen,79,82
03151003,Bergfeld,43,48
03151005,Brome,72,14
03151008,Ehra-Lessien,98,51
03151021,Parsau,87,57
03151024,Rühen,54,78
03151031,Tiddische,100,18
03151032,Tülau,19,66
03151007,Dedelstorf,29,76
03151011,Hankensbüttel,10,33
03151019,Obernholz,51,51
03151028,Sprakensehl,15,49
03151029,Steinhorst,17,19
03151006,Calberlah,39,70
03151013,Isenbüttel,40,69
03151022,Ribbesbüttel,95,68
03151037,Wasbüttel,49,96
03151012,Hillerse,76,56
03151015,Leiferde,41,56
03151017,Meinersen,91,73
03151018,Müden (Aller),22,65
03151001,Adenbüttel,83,64
03151016,Meine,72,72
03151023,Rötgesbüttel,76,32
03151027,Schwülper,96,47
03151034,Vordorf,90,67
03151041,Didderse,28,25
03151010,Groß Oesingen,56,48
03151026,Schönewörde,21,12
03151033,Ummern,42,93
03151035,Wagenhoff,73,33
03151036,Wahrenholz,15,25
03151038,Wesendorf,61,58
03151501,Giebel,18,59
03153002,Bad Harzburg,70,78
03153008,Liebenburg,31,46
03153012,Seesen,43,33
03153016,Braunlage,73,23
03153017,Goslar,42,67
03153018,Clausthal-Zellerfeld,39,70
03153019,Langelsheim,94,97
03153504,Harz (Landkreis Goslar),60,79
03154013,Königslutter am Elm,70,83
03154014,Lehre,67,11
03154019,Schöningen,99,23
03154028,Helmstedt,71,67
03154008,Grasleben,81,16
03154015,Mariental,89,68
03154016,Querenhorst,95,51
03154018,Rennau,74,45
03154002,Beierstedt,25,18
03154006,Gevensleben,45,47
03154012,Jerxheim,17,67
03154027,Söllingen,41,88
03154005,Frellstedt,90,24
03154017,Räbke,85,52
03154021,Süpplingen,59,25
03154022,Süpplingenburg,93,34
03154025,Warberg,11,69
03154026,Wolsdorf,88,15
03154001,Bahrdorf,21,55
03154004,Danndorf,16,22
03154007,Grafhorst,23,91
03154009,Groß Twülpstedt,61,28
03154024,Velpke,47,65
03154501,Brunsleberfeld,30,27
03154502,Helmstedt,78,96
03154503,Königslutter,26,20
03154504,Mariental,14,94
03154506,Schöningen,90,53
03155001,Bad Gandersheim,24,98
03155002,Bodenfelde,16,16
03155003,Dassel,29,75
03155005,Hardegsen,12,89
03155006,Kalefeld,33,82
03155007,Katlenburg-Lindau,21,81
03155009,Moringen,59,99
03155010,Nörten-Hardenberg,36,68
03155011,Northeim,99,14
03155012,Uslar,74,29
03155013,Einbeck,22,76
03155501,Solling (Landkreis Northeim),22,22
03157001,Edemissen,26,75
03157002,Hohenhameln,10,34
03157005,Lengede,29,24
03157006,Peine,87,13
03157007,Vechelde,88,87
03157008,Wendeburg,33,92
03157009,Ilsede,63,59
03158006,Cremlingen,14,54
03158037,Wolfenbüttel,74,57
03158039,Schladen-Werla,33,78
03158002,Baddeckenstedt,96,28
03158004,Burgdorf,13,27
03158011,Elbe,72,76
03158016,Haverlah,12,45
03158018,Heere,65,94
03158028,Sehlde,82,25
03158005,Cramme,84,20
03158010,Dorstadt,60,83
03158014,Flöthe,14,52
03158019,Heiningen,48,46
03158023,Ohrum,54,57
03158038,Börßum,61,67
03158009,Dettum,27,45
03158012,Erkerode,49,64
03158013,Evessen,64,85
03158030,Sickte,93,92
03158033,Veltheim (Ohe),51,14
03158007,Dahlum,97,81
03158008,Denkte,10,50
03158017,Hedeper,24,67
03158021,Kissenbrück,16,25
03158022,Kneitlingen,36,19
03158025,Roklum,52,40
03158027,Schöppenstedt,88,94
03158031,Uehrde,40,47
03158032,Vahlberg,66,26
03158035,Winnigstedt,64,98
03158036,Wittmar,75,12
03158040,Remlingen-Semmenstedt,28,54
03158501,Am Großen Rhode,50,33
03158502,Barnstorf-Warle,54,57
03158503,Voigtsdahlum,79,17
03159001,Adelebsen,29,59
03159002,Bad Grund (Harz),85,31
03159003,Bad Lauterberg im Harz,20,16
03159004,Bad Sachsa,87,54
03159007,Bovenden,70,57
03159010,Duderstadt,90,25
03159013,Friedland,12,75
03159015,Gleichen,20,75
03159016,Göttingen,72,65
03159017,Hann.Münden,11,17
03159019,Herzberg am Harz,100,15
03159026,Osterode am Harz,21,35
03159029,Rosdorf,26,55
03159034,Staufenberg,85,51
03159036,Walkenried,51,19
03159008,Bühren,20,81
03159009,Dransfeld,39,48
03159021,Jühnde,33,66
03159024,Niemetal,19,66
03159031,Scheden,46,64
03159005,Bilshausen,45,12
03159006,Bodensee,61,79
03159014,Gieboldehausen,35,83
03159022,Krebeck,55,80
03159025,Obernfeld,78,64
03159027,Rhumspringe,59,80
03159028,Rollshausen,45,66
03159030,Rüdershausen,71,90
03159037,Wollbrandshausen,85,80
03159038,Wollershausen,51,54
03159012,Elbingerode,46,96
03159018,Hattorf am Harz,92,31
03159020,Hörden am Harz,89,76
03159039,Wulften am Harz,53,26
03159011,Ebergötzen,38,10
03159023,Landolfshausen,29,63
03159032,Seeburg,86,70
03159033,Seulingen,12,98
03159035,Waake,71,47
03159501,Harz (Landkreis Göttingen),93,52
03241001,Hannover,19,33
03241002,Barsinghausen,77,91
03241003,Burgdorf,63,74
03241004,Burgwedel,44,82
03241005,Garbsen,74,87
03241006,Gehrden,64,84
03241007,Hemmingen,36,87
03241008,Isernhagen,83,76
03241009,Laatzen,83,61
03241010,Langenhagen,18,53
03241011,Lehrte,41,44
03241012,Neustadt am Rübenberge,91,57
03241013,Pattensen,72,100
03241014,Ronnenberg,65,25
03241015,Seelze,35,84
03241016,Sehnde,44,80
03241017,Springe,98,53
03241018,Uetze,70,55
03241019,Wedemark,48,19
03241020,Wennigsen (Deister),19,88
03241021,Wunstorf,49,14
03251007,Bassum,97,45
03251012,Diepholz,79,81
03251037,Stuhr,51,15
03251040,Sulingen,22,77
03251041,Syke,98,99
03251042,Twistringen,51,38
03251044,Wagenfeld,85,68
03251047,Weyhe,98,54
03251009,Brockum,43,51
03251020,Hüde,53,52
03251022,Lembruch,71,25
03251023,Lemförde,27,84
03251025,Marl,65,96
03251029,Quernheim,54,49
03251036,Stemshorn,16,43
03251005,Barnstorf,82,64
03251013,Drebber,23,68
03251014,Drentwede,55,30
03251017,Eydelstedt,50,24
03251002,Asendorf,11,95
03251026,Martfeld,73,77
03251033,Schwarme,13,10
03251049,Bruchhausen-Vilsen,72,48
03251003,Bahrenborstel,94,68
03251004,Barenburg,50,30
03251018,Freistatt,56,67
03251021,Kirchdorf,82,78
03251043,Varrel,18,11
03251045,Wehrbleck,96,17
03251006,Barver,78,52
03251011,Dickel,77,99
03251019,Hemsloh,89,47
03251030,Rehden,25,44
03251046,Wetschen,84,36
03251001,Affinghausen,81,50
03251015,Ehrenburg,50,89
03251028,Neuenkirchen,61,48
03251031,Scholen,37,22
03251032,Schwaförden,100,57
03251038,Sudwalde,15,58
03251008,Borstel,86,52
03251024,Maasen,40,22
03251027,Mellinghausen,45,52
03251034,Siedenburg,61,26
03251035,Staffhorst,53,85
03252001,Aerzen,68,13
03252002,Bad Münder am Deister,57,29
03252003,Bad Pyrmont,94,89
03252004,Coppenbrügge,39,100
03252005,Emmerthal,99,32
03252006,Hameln,97,52
03252007,Hessisch Oldendorf,57,60
03252008,Salzhemmendorf,60,45
03254002,Alfeld (Leine),89,81
03254003,Algermissen,89,12
03254005,Bad Salzdetfurth,32,30
03254008,Bockenem,38,12
03254011,Diekholzen,14,63
03254014,Elze,32,16
03254017,Giesen,74,84
03254020,Harsum,71,44
03254021,Hildesheim,41,41
03254022,Holle,31,94
03254026,Nordstemmen,60,68
03254028,Sarstedt,65,14
03254029,Schellerten,87,13
03254032,Söhlde,38,75
03254042,Freden (Leine),40,72
03254044,Lamspringe,50,14
03254045,Sibbesse,33,50
03254013,Eime,61,59
03254041,Duingen,99,94
03254043,Gronau (Leine),91,65
03255008,Delligsen,33,92
03255023,Holzminden,65,67
03255002,Bevern,75,84
03255015,Golmbach,43,15
03255021,Holenberg,74,91
03255030,Negenborn,46,76
03255004,Boffzen,36,84
03255009,Derental,80,40
03255014,Fürstenberg,64,29
03255026,Lauenförde,81,43
03255003,Bodenwerder,42,60
03255005,Brevörde,79,82
03255016,Halle,23,61
03255017,Hehlen,29,47
03255019,Heinsen,45,88
03255020,Heyen,45,90
03255025,Kirchbrak,85,48
03255031,Ottenstein,100,49
03255032,Pegestorf,59,18
03255033,Polle,67,67
03255035,Vahlbruch,47,89
03255001,Arholzen,11,57
03255007,Deensen,15,55
03255010,Dielmissen,85,95
03255012,Eimen,41,25
03255013,Eschershausen,84,50
03255018,Heinade,77,85
03255022,Holzen,17,15
03255027,Lenne,17,58
03255028,Lüerdissen,87,17
03255034,Stadtoldendorf,17,33
03255036,Wangelnstedt,94,94
03255501,Boffzen,94,37
03255502,Eimen,25,12
03255503,Eschershausen,73,19
03255504,Grünenplan,72,25
03255505,Holzminden,13,90
03255506,Merxhausen,17,94
03255508,Wenzen,26,45
03256022,Nienburg (Weser),12,92
03256025,Rehburg-Loccum,95,27
03256030,Steyerberg,39,54
03256005,Drakenburg,80,64
03256011,Haßbergen,16,95
03256012,Heemsen,29,35
03256027,Rohrsen,50,49
03256020,Linsburg,34,17
03256026,Rodewald,27,48
03256029,Steimbke,36,18
03256031,Stöckse,77,92
03256004,Diepenau,72,71
03256024,Raddestorf,96,35
03256033,Uchte,36,92
03256034,Warmsen,46,69
03256003,Bücken,44,58
03256007,Eystrup,82,56
03256008,Gandesbergen,13,14
03256009,Hämelhausen,33,61
03256010,Hassel (Weser),33,63
03256013,Hilgermissen,35,78
03256014,Hoya,87,55
03256015,Hoyerhagen,78,57
03256028,Schweringen,13,69
03256035,Warpe,41,89
03256006,Estorf,51,58
03256016,Husum,52,47
03256017,Landesbergen,45,74
03256018,Leese,13,16
03256032,Stolzenau,55,33
03256001,Balge,87,32
03256002,Binnen,99,14
03256019,Liebenau,63,73
03256021,Marklohe,14,17
03256023,Pennigsehl,89,26
03256036,Wietzen,58,66
03257003,Auetal,28,65
03257009,Bückeburg,66,11
03257028,Obernkirchen,76,16
03257031,Rinteln,54,23
03257035,Stadthagen,91,28
03257001,Ahnsen,52,61
03257005,Bad Eilsen,83,23
03257008,Buchholz,42,63
03257012,Heeßen,46,18
03257022,Luhden,42,37
03257007,Beckedorf,45,74
03257015,Heuerßen,64,11
03257020,Lindhorst,91,81
03257021,Lüdersfeld,58,53
03257006,Bad Nenndorf,34,21
03257011,Haste,74,75
03257016,Hohnhorst,53,59
03257036,Suthfeld,71,73
03257019,Lauenhagen,57,29
03257023,Meerbeck,37,48
03257025,Niedernwöhren,58,59
03257027,Nordsehl,83,86
03257030,Pollhagen,11,20
03257037,Wiedensahl,44,32
03257013,Helpsen,17,88
03257014,Hespe,23,28
03257026,Nienstädt,88,34
03257034,Seggebruch,57,92
03257002,Apelern,54,59
03257017,Hülsede,23,82
03257018,Lauenau,31,13
03257024,Messenkamp,74,78
03257029,Pohle,100,54
03257032,Rodenberg,82,46
03257004,Auhagen,98,59
03257010,Hagenburg,35,33
03257033,Sachsenhagen,88,75
03257038,Wölpinghausen,92,76
03351004,Bergen,53,76
03351006,Celle,15,22
03351010,Faßberg,81,76
03351012,Hambühren,71,53
03351023,Wietze,93,80
03351024,Winsen (Aller),97,98
03351025,Eschede,40,21
03351026,Südheide,15,92
03351005,Bröckel,26,97
03351007,Eicklingen,19,69
03351017,Langlingen,25,59
03351022,Wienhausen,41,50
03351002,Ahnsbeck,14,21
03351003,Beedenbostel,99,93
03351008,Eldingen,65,84
03351015,Hohne,26,35
03351016,Lachendorf,29,13
03351001,Adelheidsdorf,35,52
03351018,Nienhagen,95,56
03351021,Wathlingen,17,48
03351501,Lohheide,71,39
03352011,Cuxhaven,11,99
03352032,Loxstedt,54,93
03352050,Schiffdorf,17,22
03352059,Beverstedt,57,23
03352060,Hagen im Bremischen,57,67
03352061,Wurster Nordseeküste,60,85
03352062,Geestland,11,51
03352002,Armstorf,95,11
03352024,Hollnseth,22,32
03352029,Lamstedt,94,49
03352036,Mittelstenahe,18,57
03352052,Stinstedt,11,97
03352020,Hechthausen,86,53
03352022,Hemmoor,95,53
03352044,Osten,62,12
03352004,Belum,23,36
03352008,Bülkau,66,66
03352025,Ihlienworth,55,84
03352038,Neuenkirchen,50,77
03352039,Neuhaus (Oste),85,54
03352041,Nordleda,20,37
03352042,Oberndorf,67,84
03352043,Odisheim,42,86
03352045,Osterbruch,94,31
03352046,Otterndorf,42,56
03352051,Steinau,71,17
03352055,Wanna,61,60
03352056,Wingst,83,43
03352063,Cadenberge,98,80
03353005,Buchholz in der Nordheide,55,74
03353026,Neu Wulmstorf,16,60
03353029,Rosengarten,52,74
03353031,Seevetal,57,46
03353032,Stelle,58,54
03353040,Winsen (Luhe),88,100
03353007,Drage,78,48
03353023,Marschacht,97,39
03353033,Tespe,92,100
03353002,Asendorf,80,42
03353004,Brackel,21,51
03353009,Egestorf,48,76
03353016,Hanstedt,89,53
03353024,Marxen,57,18
03353036,Undeloh,88,75
03353001,Appel,77,82
03353008,Drestedt,41,66
03353014,Halvesbostel,35,38
03353019,Hollenstedt,84,69
03353025,Moisburg,10,88
03353028,Regesbostel,82,97
03353039,Wenzendorf,26,70
03353003,Bendestorf,62,54
03353017,Harmstorf,100,58
03353020,Jesteburg,94,15
03353010,Eyendorf,53,88
03353011,Garlstorf,69,81
03353012,Garstedt,71,44
03353013,Gödenstorf,48,77
03353030,Salzhausen,43,29
03353034,Toppenstedt,19,44
03353037,Vierhöfen,80,67
03353042,Wulfsen,28,99
03353006,Dohren,31,89
03353015,Handeloh,37,12
03353018,Heidenau,53,43
03353021,Kakenstorf,26,14
03353022,Königsmoor,46,20
03353027,Otter,59,90
03353035,Tostedt,37,49
03353038,Welle,80,58
03353041,Wistedt,41,61
03354005,Gartow,36,27
03354007,Gorleben,20,36
03354010,Höhbeck,88,18
03354020,Prezelle,17,67
03354021,Schnackenburg,86,80
03354003,Damnatz,32,44
03354004,Dannenberg (Elbe),16,89
03354006,Göhrde,82,26
03354008,Gusborn,42,75
03354009,Hitzacker (Elbe),96,80
03354011,Jameln,21,54
03354012,Karwitz,51,56
03354014,Langendorf,68,33
03354019,Neu Darchau,51,40
03354027,Zernien,27,31
03354001,Bergen an der Dumme,50,29
03354002,Clenze,95,53
03354013,Küsten,38,15
03354015,Lemgow,80,64
03354016,Luckau (Wendland),47,88
03354017,Lübbow,11,54
03354018,Lüchow (Wendland),21,44
03354022,Schnega,12,95
03354023,Trebel,65,20
03354024,Waddeweitz,27,43
03354025,Woltersdorf,68,21
03354026,Wustrow (Wendland),52,90
03354501,Gartow,12,82
03354502,Göhrde,87,94
03355001,Adendorf,52,88
03355009,Bleckede,57,75
03355022,Lüneburg,30,23
03355049,Amt Neuhaus,82,70
03355002,Amelinghausen,100,51
03355008,Betzendorf,42,67
03355027,Oldendorf (Luhe),100,23
03355029,Rehlingen,55,44
03355034,Soderstorf,36,41
03355004,Bardowick,100,28
03355007,Barum,87,56
03355017,Handorf,72,85
03355023,Mechtersen,16,26
03355028,Radbruch,49,34
03355039,Vögelsen,95,13
03355042,Wittorf,15,62
03355010,Boitze,75,67
03355012,Dahlem,81,77
03355013,Dahlenburg,50,86
03355025,Nahrendorf,90,24
03355037,Tosterglope,36,45
03355020,Kirchgellersen,97,92
03355031,Reppenstedt,73,43
03355035,Südergellersen,27,53
03355041,Westergellersen,40,30
03355006,Barnstedt,39,35
03355014,Deutsch Evern,35,71
03355016,Embsen,21,31
03355024,Melbeck,69,77
03355005,Barendorf,46,23
03355026,Neetze,43,67
03355030,Reinstorf,31,80
03355036,Thomasburg,57,77
03355038,Vastorf,30,55
03355040,Wendisch Evern,56,45
03355003,Artlenburg,38,88
03355011,Brietlingen,22,49
03355015,Echem,84,71
03355018,Hittbergen,65,77
03355019,Hohnstorf (Elbe),98,74
03355021,Lüdersburg,68,50
03355032,Rullstorf,41,20
03355033,Scharnebeck,41,60
03356002,Grasberg,74,26
03356005,Lilienthal,93,36
03356007,Osterholz-Scharmbeck,21,30
03356008,Ritterhude,48,88
03356009,Schwanewede,61,61
03356011,Worpswede,38,69
03356001,Axstedt,68,65
03356003,Hambergen,16,95
03356004,Holste,75,16
03356006,Lübberstedt,83,77
03356010,Vollersode,46,85
03357008,Bremervörde,68,53
03357016,Gnarrenburg,73,25
03357039,Rotenburg (Wümme),42,18
03357041,Scheeßel,47,61
03357051,Visselhövede,93,52
03357006,Bothel,28,13
03357009,Brockel,47,21
03357024,Hemsbünde,65,65
03357025,Hemslingen,52,51
03357031,Kirchwalsede,68,94
03357054,Westerwalsede,62,70
03357015,Fintel,94,86
03357023,Helvesiek,29,56
03357033,Lauenbrück,87,45
03357046,Stemmen,91,72
03357049,Vahlde,55,100
03357002,Alfstedt,43,37
03357004,Basdahl,23,17
03357012,Ebersdorf,32,91
03357027,Hipstedt,62,79
03357035,Oerel,56,14
03357003,Anderlingen,98,50
03357011,Deinstedt,92,70
03357014,Farven,70,37
03357036,Ostereistedt,96,94
03357038,Rhade,40,79
03357040,Sandbostel,89,68
03357042,Seedorf,16,32
03357043,Selsingen,20,49
03357017,Groß Meckelsen,92,87
03357019,Hamersen,87,18
03357029,Kalbe,68,10
03357032,Klein Meckelsen,77,49
03357034,Lengenbostel,25,31
03357044,Sittensen,33,43
03357048,Tiste,76,72
03357050,Vierden,84,86
03357056,Wohnste,43,29
03357001,Ahausen,35,53
03357005,Bötersen,67,20
03357020,Hassendorf,55,33
03357022,Hellwege,50,100
03357028,Horstedt,100,87
03357037,Reeßum,12,10
03357045,Sottrum,38,26
03357007,Breddorf,12,43
03357010,Bülstedt,14,89
03357026,Hepstedt,37,99
03357030,Kirchtimke,21,31
03357047,Tarmstedt,54,91
03357052,Vorwerk,85,77
03357053,Westertimke,28,71
03357055,Wilstedt,33,38
03357013,Elsdorf,33,13
03357018,Gyhum,61,12
03357021,Heeslingen,71,48
03357057,Zeven,33,38
03358002,Bispingen,17,60
03358008,Bad Fallingbostel,52,33
03358016,Munster,47,72
03358017,Neuenkirchen,18,18
03358019,Schneverdingen,79,76
03358021,Soltau,66,59
03358023,Wietzendorf,46,76
03358024,Walsrode,62,60
03358001,Ahlden (Aller),11,92
03358006,Eickeloh,58,23
03358011,Grethem,65,15
03358012,Hademstorf,79,57
03358014,Hodenhagen,12,52
03358003,Böhme,14,32
03358009,Frankenfeld,13,89
03358013,Häuslingen,70,27
03358018,Rethem (Aller),46,56
03358005,Buchholz (Aller),36,65
03358007,Essel,100,56
03358010,Gilten,89,85
03358015,Lindwedel,41,10
03358020,Schwarmstedt,59,76
03358501,Osterheide,23,54
03359010,Buxtehude,13,69
03359013,Drochtersen,13,81
03359028,Jork,79,12
03359038,Stade,16,55
03359003,Apensen,70,100
03359006,Beckdorf,19,62
03359037,Sauensiek,18,22
03359011,Deinste,83,65
03359017,Fredenbeck,26,25
03359031,Kutenholz,15,64
03359002,Ahlerstedt,31,10
03359005,Bargstedt,96,66
03359008,Brest,58,38
03359023,Harsefeld,66,48
03359001,Agathenburg,44,53
03359007,Bliedersdorf,40,52
03359012,Dollern,89,54
03359027,Horneburg,17,15
03359034,Nottensdorf,54,55
03359020,Grünendeich,80,13
03359021,Guderhandviertel,41,88
